SMILES,Formula,formula1,mz,Ref
FC(F)OC(F)(F)C(F)Cl,C3H2ClF5O,C3H2Cl1F5O1,182.9641535,EPA_Dashboard
FC(Cl)OC(F)C(F)(F)F,C3H2ClF5O,C3H2Cl1F5O1,182.9641535,EPA_Dashboard
OC(O)(C(F)(F)F)C(F)(F)F,C3H2F6O2,C3H2F6O2,182.9886186,EPA_Dashboard
CC(F)(F)C(F)(F)C(F)(F)F,C4H3F7,C4H3F7,183.0050176,EPA_Dashboard
FCC(F)(F)C(F)C(F)(F)F,C4H3F7,C4H3F7,183.0050176,EPA_Dashboard
FC(CC(F)(F)F)C(F)(F)F,C4H3F7,C4H3F7,183.0050176,EPA_Dashboard
FC(F)CC(F)(F)C(F)(F)F,C4H3F7,C4H3F7,183.0050176,EPA_Dashboard
CCC(=O)C(C)=C(F)C(F)(F)F,C7H8F4O,C7H8F4O1,183.0438478,EPA_Dashboard
FC1(F)N2CCN(CC2)C1(F)F,C6H8F4N2,C6H8F4N2,183.0550811,EPA_Dashboard
NC(F)(F)C(F)(F)C(F)(F)F,C3H2F7N,C3H2F7N1,184.0002666,EPA_Dashboard
FNC(F)(F)C(F)C(F)(F)F,C3H2F7N,C3H2F7N1,184.0002666,EPA_Dashboard
CC(N)=CC(=O)C(F)(F)C(F)F,C6H7F4NO,C6H7F4N1O1,184.0390967,EPA_Dashboard
FC(F)(F)C(F)(F)SCl,C2ClF5S,C2Cl1F5S1,184.9256598,EPA_Dashboard
FC(F)C(F)(Cl)C(F)(F)F,C3HClF6,C3H1Cl1F6,184.959817,EPA_Dashboard
FC(F)C(F)(F)C(F)(F)Cl,C3HClF6,C3H1Cl1F6,184.959817,EPA_Dashboard
FC(F)(F)C(Cl)C(F)(F)F,C3HClF6,C3H1Cl1F6,184.959817,EPA_Dashboard
FC(Cl)C(F)(F)C(F)(F)F,C3HClF6,C3H1Cl1F6,184.959817,EPA_Dashboard
FC(C(F)(F)F)C(F)(F)Cl,C3HClF6,C3H1Cl1F6,184.959817,EPA_Dashboard
FC(F)OC(F)(F)C(F)(F)F,C3HF7O,C3H1F7O1,184.9842822,EPA_Dashboard
FC(OC(F)(F)F)C(F)(F)F,C3HF7O,C3H1F7O1,184.9842822,EPA_Dashboard
OC(F)(C(F)(F)F)C(F)(F)F,C3HF7O,C3H1F7O1,184.9842822,EPA_Dashboard
FC(F)C(F)(F)OC(F)(F)F,C3HF7O,C3H1F7O1,184.9842822,EPA_Dashboard
FC(F)(F)C(F)(F)c1ccn[nH]1,C5H3F5N2,C5H3F5N2,185.0143592,EPA_Dashboard
FC(F)(F)C(F)(F)c1cnc[nH]1,C5H3F5N2,C5H3F5N2,185.0143592,EPA_Dashboard
C=CCC(F)(C(=O)O)C(F)(F)F,C6H6F4O2,C6H6F4O2,185.0231123,EPA_Dashboard
COC1=C(OC)C(F)(F)C1(F)F,C6H6F4O2,C6H6F4O2,185.0231123,EPA_Dashboard
CC(=O)CC(=O)C(F)(F)C(F)F,C6H6F4O2,C6H6F4O2,185.0231123,EPA_Dashboard
CCOC(=O)C=C(F)C(F)(F)F,C6H6F4O2,C6H6F4O2,185.0231123,EPA_Dashboard
COC(=O)C(=O)C(F)(F)C(F)F,C5H4F4O3,C5H4F4O3,187.0023769,EPA_Dashboard
N=C(O)C(F)(F)C(F)(F)C(=N)O,C4H4F4N2O2,C4H4F4N2O2,187.0136102,EPA_Dashboard
CC(C)(C(=O)O)C(F)(F)C(F)F,C6H8F4O2,C6H8F4O2,187.0387624,EPA_Dashboard
CCCOC(=O)C(F)(F)C(F)F,C6H8F4O2,C6H8F4O2,187.0387624,EPA_Dashboard
CCOC(=O)CC(F)(F)C(F)F,C6H8F4O2,C6H8F4O2,187.0387624,EPA_Dashboard
N#CC=C(C(F)(F)F)C(F)(F)F,C5HF6N,C5H1F6N1,187.9940384,EPA_Dashboard
FC(F)(F)C(F)(F)C1=NCCO1,C5H4F5NO,C5H4F5N1O1,188.0140248,EPA_Dashboard
[N-]=[N+]=NCCC(F)(F)C(F)(F)F,C4H4F5N3,C4H4F5N3,188.0252582,EPA_Dashboard
CON(C)C(=O)C(F)C(F)(F)F,C5H7F4NO2,C5H7F4N1O2,188.0340113,EPA_Dashboard
O=C1C(F)=C(F)C(F)(F)C1(F)F,C5F6O,C5F6O1,188.9780539,EPA_Dashboard
C=COC(=O)C(F)(F)C(F)(F)F,C5H3F5O2,C5H3F5O2,188.9980404,EPA_Dashboard
C=CC(=O)OC(F)(F)C(F)(F)F,C5H3F5O2,C5H3F5O2,188.9980404,EPA_Dashboard
C=CC=C(C(F)(F)F)C(F)(F)F,C6H4F6,C6H4F6,189.0144394,EPA_Dashboard
COC(=O)C(F)(F)C(F)(F)OC,C5H6F4O3,C5H6F4O3,189.0180269,EPA_Dashboard
O=C(O)COCC(F)(F)C(F)F,C5H6F4O3,C5H6F4O3,189.0180269,EPA_Dashboard
COC(=O)C(F)(OC)C(F)(F)F,C5H6F4O3,C5H6F4O3,189.0180269,EPA_Dashboard
FC1(F)Cc2ccccc2C1(F)F,C9H6F4,C9H6F4,189.0332831,EPA_Dashboard
FC1(F)C(c2ccccc2)C1(F)F,C9H6F4,C9H6F4,189.0332831,EPA_Dashboard
CCCC(=O)C(F)(F)C(F)(F)F,C6H7F5O,C6H7F5O1,189.0344259,EPA_Dashboard
CC(C)C(=O)C(F)(F)C(F)(F)F,C6H7F5O,C6H7F5O1,189.0344259,EPA_Dashboard
C=CC(C)(O)C(F)(F)C(F)(F)F,C6H7F5O,C6H7F5O1,189.0344259,EPA_Dashboard
C=CCOCC(F)(F)C(F)(F)F,C6H7F5O,C6H7F5O1,189.0344259,EPA_Dashboard
FC(F)(F)C(F)(F)C1NCCN1,C5H7F5N2,C5H7F5N2,189.0456593,EPA_Dashboard
CCOC(F)(F)C(F)(F)OCC,C6H10F4O2,C6H10F4O2,189.0544124,EPA_Dashboard
COCCOCC(F)(F)C(F)F,C6H10F4O2,C6H10F4O2,189.0544124,EPA_Dashboard
FC(F)(F)C(F)(F)C1NCCO1,C5H6F5NO,C5H6F5N1O1,190.0296749,EPA_Dashboard
CCN(CC)C(F)(F)C(F)(F)F,C6H10F5N,C6H10F5N1,190.0660604,EPA_Dashboard
CSC(F)(F)C(F)(F)C(=O)O,C4H4F4O2S,C4H4F4O2S1,190.9795332,EPA_Dashboard
O=C(O)CSC(F)(F)C(F)F,C4H4F4O2S,C4H4F4O2S1,190.9795332,EPA_Dashboard
C=CCOC(F)(F)C(F)(F)Cl,C5H5ClF4O,C5H5Cl1F4O1,190.9892253,EPA_Dashboard
O=CC=C(C(F)(F)F)C(F)(F)F,C5H2F6O,C5H2F6O1,190.993704,EPA_Dashboard
O=C(O)CCC(F)(F)C(F)(F)F,C5H5F5O2,C5H5F5O2,191.0136905,EPA_Dashboard
CC(=O)OCC(F)(F)C(F)(F)F,C5H5F5O2,C5H5F5O2,191.0136905,EPA_Dashboard
FC(C(F)(F)F)C(F)(F)C1CC1,C6H6F6,C6H6F6,191.0300895,EPA_Dashboard
FC1(F)C2C3C=CC(C3)C2C1(F)F,C9H8F4,C9H8F4,191.0489331,EPA_Dashboard
OCCCCC(F)(F)C(F)(F)F,C6H9F5O,C6H9F5O1,191.050076,EPA_Dashboard
CC(O)CCC(F)(F)C(F)(F)F,C6H9F5O,C6H9F5O1,191.050076,EPA_Dashboard
O=NOC(=O)C(F)(F)C(F)(F)F,C3F5NO3,C3F5N1O3,191.972554,EPA_Dashboard
O=C=NC(C(F)(F)F)C(F)(F)F,C4HF6NO,C4H1F6N1O1,191.988953,EPA_Dashboard
CSC(=N)C(F)(F)C(F)(F)F,C4H4F5NS,C4H4F5N1S1,191.9911812,EPA_Dashboard
[N-]=[N+]=NC(F)(F)C(F)C(F)(F)F,C3HF6N3,C3H1F6N3,192.0001864,EPA_Dashboard
FC(C(F)(F)F)C(F)(F)N1CC1,C5H5F6N,C5H5F6N1,192.0253385,EPA_Dashboard
FC1(F)C(Cl)=C(Cl)C1(F)F,C4Cl2F4,C4Cl2F4,192.9240382,EPA_Dashboard
FC(F)(F)C(=C=S)C(F)(F)F,C4F6S,C4F6S1,192.9552103,EPA_Dashboard
FC1=C(F)OC(F)(F)C(F)(F)O1,C4F6O2,C4F6O2,192.9729686,EPA_Dashboard
O=C(F)C(F)(F)C(F)(F)C(=O)F,C4F6O2,C4F6O2,192.9729686,EPA_Dashboard
O=C1OC(F)(F)C(F)(F)C1(F)F,C4F6O2,C4F6O2,192.9729686,EPA_Dashboard
FC1(F)OC(F)(F)C2(F)OC12F,C4F6O2,C4F6O2,192.9729686,EPA_Dashboard
CSC(F)(F)C(F)(F)C(=O)F,C4H3F5OS,C4H3F5O1S1,192.9751968,EPA_Dashboard
C#CC(F)(C(F)(F)F)C(F)(F)F,C5HF7,C5H1F7,192.9893676,EPA_Dashboard
C#CC(F)(F)C(F)(F)C(F)(F)F,C5HF7,C5H1F7,192.9893676,EPA_Dashboard
FC1=CC(F)(F)C(F)(F)C1(F)F,C5HF7,C5H1F7,192.9893676,EPA_Dashboard
CC(=O)OC(F)(F)OC(F)(F)F,C4H3F5O3,C4H3F5O3,192.9929551,EPA_Dashboard
CC(C)(O)C(F)(Cl)C(F)(F)F,C5H7ClF4O,C5H7Cl1F4O1,193.0048754,EPA_Dashboard
O=C(CCF)C(F)(F)C(F)(F)F,C5H4F6O,C5H4F6O1,193.0093541,EPA_Dashboard
CC(=O)C(F)(F)C(F)C(F)(F)F,C5H4F6O,C5H4F6O1,193.0093541,EPA_Dashboard
FC(F)(F)C(F)(F)CCCS,C5H7F5S,C5H7F5S1,193.0115823,EPA_Dashboard
Oc1cccc(C(F)(F)C(F)F)c1,C8H6F4O,C8H6F4O1,193.0281977,EPA_Dashboard
FC1(F)C2C3C=CC(O3)C2C1(F)F,C8H6F4O,C8H6F4O1,193.0281977,EPA_Dashboard
COC(F)(F)C(F)C(F)(F)OC,C5H7F5O2,C5H7F5O2,193.0293406,EPA_Dashboard
OCCOCC(F)(F)C(F)(F)F,C5H7F5O2,C5H7F5O2,193.0293406,EPA_Dashboard
CCOC(O)C(F)(F)C(F)(F)F,C5H7F5O2,C5H7F5O2,193.0293406,EPA_Dashboard
OCCC(O)C(F)(F)C(F)(F)F,C5H7F5O2,C5H7F5O2,193.0293406,EPA_Dashboard
CC(C)C(F)(F)C(F)C(F)(F)F,C6H8F6,C6H8F6,193.0457396,EPA_Dashboard
NCCC(C(F)(F)F)C(F)(F)F,C5H7F6N,C5H7F6N1,194.0409885,EPA_Dashboard
O=C(O)C(F)(F)C(F)C(F)(F)F,C4H2F6O2,C4H2F6O2,194.9886186,EPA_Dashboard
O=C(OCC(F)(F)F)C(F)(F)F,C4H2F6O2,C4H2F6O2,194.9886186,EPA_Dashboard
O=C(O)C(F)(F)C(F)(F)C(F)F,C4H2F6O2,C4H2F6O2,194.9886186,EPA_Dashboard
C=CC(F)(C(F)(F)F)C(F)(F)F,C5H3F7,C5H3F7,195.0050176,EPA_Dashboard
C=CC(F)(F)C(F)(F)C(F)(F)F,C5H3F7,C5H3F7,195.0050176,EPA_Dashboard
CC(O)C(F)(F)C(F)C(F)(F)F,C5H6F6O,C5H6F6O1,195.0250041,EPA_Dashboard
CCOC(F)(F)C(F)C(F)(F)F,C5H6F6O,C5H6F6O1,195.0250041,EPA_Dashboard
COCC(C(F)(F)F)C(F)(F)F,C5H6F6O,C5H6F6O1,195.0250041,EPA_Dashboard
CC(CO)(C(F)(F)F)C(F)(F)F,C5H6F6O,C5H6F6O1,195.0250041,EPA_Dashboard
CCc1cc(C(F)(F)C(F)F)n[nH]1,C7H8F4N2,C7H8F4N2,195.0550811,EPA_Dashboard
O=[N+]([O-])C(C(F)(F)F)C(F)(F)F,C3HF6NO2,C3H1F6N1O2,195.9838676,EPA_Dashboard
O=C(Cl)C(F)(Cl)C(F)(F)F,C3Cl2F4O,C3Cl2F4O1,196.9189529,EPA_Dashboard
O=C(Cl)C(F)(F)C(F)(F)Cl,C3Cl2F4O,C3Cl2F4O1,196.9189529,EPA_Dashboard
FC1(F)OOC(F)(C(F)(F)F)O1,C3F6O3,C3F6O3,196.9678832,EPA_Dashboard
O=C(C(F)F)C(F)(F)C(F)(F)F,C4HF7O,C4H1F7O1,196.9842822,EPA_Dashboard
O=C(F)C(C(F)(F)F)C(F)(F)F,C4HF7O,C4H1F7O1,196.9842822,EPA_Dashboard
O=CC(F)(C(F)(F)F)C(F)(F)F,C4HF7O,C4H1F7O1,196.9842822,EPA_Dashboard
FC(F)C(F)(F)C1(F)OC1(F)F,C4HF7O,C4H1F7O1,196.9842822,EPA_Dashboard
OCC(O)(C(F)(F)F)C(F)(F)F,C4H4F6O2,C4H4F6O2,197.0042687,EPA_Dashboard
COC(O)(C(F)(F)F)C(F)(F)F,C4H4F6O2,C4H4F6O2,197.0042687,EPA_Dashboard
CCC(F)(F)C(F)(F)C(F)(F)F,C5H5F7,C5H5F7,197.0206677,EPA_Dashboard
FC(F)(F)C(=NCl)C(F)(F)F,C3ClF6N,C3Cl1F6N1,197.955066,EPA_Dashboard
O=NC(F)(C(F)(F)F)C(F)(F)F,C3F7NO,C3F7N1O1,197.9795312,EPA_Dashboard
NCC(F)(C(F)(F)F)C(F)(F)F,C4H4F7N,C4H4F7N1,198.0159167,EPA_Dashboard
O=C(C(F)C(F)(F)F)N1CCCC1,C7H9F4NO,C7H9F4N1O1,198.0547468,EPA_Dashboard
CNC(C)=CC(=O)C(F)(F)C(F)F,C7H9F4NO,C7H9F4N1O1,198.0547468,EPA_Dashboard
FC(F)C(F)(F)CN1CCCCC1,C8H13F4N,C8H13F4N1,198.0911323,EPA_Dashboard
FC(F)OC(F)(F)C(Cl)Cl,C3H2Cl2F4O,C3H2Cl2F4O1,198.9346029,EPA_Dashboard
O=S(=O)(O)C(F)(F)C(F)(F)F,C2HF5O3S,C2H1F5O3S1,198.949376,EPA_Dashboard
O=S(=O)(F)C(F)(F)C(O)(F)F,C2HF5O3S,C2H1F5O3S1,198.949376,EPA_Dashboard
O=P(O)(O)C(F)(F)C(F)(F)F,C2H2F5O3P,C2H2F5O3P1,198.9588917,EPA_Dashboard
FC(F)C(F)(F)C(F)(F)CCl,C4H3ClF6,C4H3Cl1F6,198.9754671,EPA_Dashboard
FC(F)=C(C(F)(F)F)C(F)(F)F,C4F8,C4F8,198.9799458,EPA_Dashboard
OOC(O)(C(F)(F)F)C(F)(F)F,C3H2F6O3,C3H2F6O3,198.9835332,EPA_Dashboard
COC(F)(F)C(F)(F)C(F)(F)F,C4H3F7O,C4H3F7O1,198.9999323,EPA_Dashboard
COC(F)(C(F)(F)F)C(F)(F)F,C4H3F7O,C4H3F7O1,198.9999323,EPA_Dashboard
FC(OCC(F)(F)F)C(F)(F)F,C4H3F7O,C4H3F7O1,198.9999323,EPA_Dashboard
FC(F)OCC(F)(F)C(F)(F)F,C4H3F7O,C4H3F7O1,198.9999323,EPA_Dashboard
FC(F)OC(F)C(F)(F)C(F)F,C4H3F7O,C4H3F7O1,198.9999323,EPA_Dashboard
FCOC(F)(F)C(F)C(F)(F)F,C4H3F7O,C4H3F7O1,198.9999323,EPA_Dashboard
FCOC(C(F)(F)F)C(F)(F)F,C4H3F7O,C4H3F7O1,198.9999323,EPA_Dashboard
C=CCOC1=C(F)C(F)(F)C1(F)F,C7H5F5O,C7H5F5O1,199.0187759,EPA_Dashboard
C=CCC1(F)C(=O)C(F)(F)C1(F)F,C7H5F5O,C7H5F5O1,199.0187759,EPA_Dashboard
FC(F)C(F)(F)OC1CCCCC1,C8H12F4O,C8H12F4O1,199.0751479,EPA_Dashboard
Oc1csc(C(F)C(F)(F)F)n1,C5H3F4NOS,C5H3F4N1O1S1,199.9798676,EPA_Dashboard
CCN(CC)C(=O)C(F)(F)C(F)F,C7H11F4NO,C7H11F4N1O1,200.0703969,EPA_Dashboard
FC(Cl)C(F)(F)C(F)(F)Cl,C3HCl2F5,C3H1Cl2F5,200.9302665,EPA_Dashboard
FC(C(F)(F)Cl)C(F)(F)Cl,C3HCl2F5,C3H1Cl2F5,200.9302665,EPA_Dashboard
FC(Cl)C(F)(Cl)C(F)(F)F,C3HCl2F5,C3H1Cl2F5,200.9302665,EPA_Dashboard
FC(F)C(F)(F)C(F)(Cl)Cl,C3HCl2F5,C3H1Cl2F5,200.9302665,EPA_Dashboard
FC(C(F)(F)F)C(F)(Cl)Cl,C3HCl2F5,C3H1Cl2F5,200.9302665,EPA_Dashboard
FC(F)C(F)(Cl)C(F)(F)Cl,C3HCl2F5,C3H1Cl2F5,200.9302665,EPA_Dashboard
O=S(=O)(F)C(F)(F)C(F)(F)F,C2F6O2S,C2F6O2S1,200.9450396,EPA_Dashboard
OC(F)(F)C(F)(F)C(F)(F)Cl,C3HClF6O,C3H1Cl1F6O1,200.9547317,EPA_Dashboard
NC1=NC(=O)C(F)(C(F)(F)F)S1,C4H2F4N2OS,C4H2F4N2O1S1,200.9751166,EPA_Dashboard
N#CC(F)(F)C(F)(F)C(F)(F)C#N,C5F6N2,C5F6N2,200.9892873,EPA_Dashboard
FC(C(F)C(F)(F)F)C(F)(F)F,C4H2F8,C4H2F8,200.9955958,EPA_Dashboard
FC(F)C(C(F)(F)F)C(F)(F)F,C4H2F8,C4H2F8,200.9955958,EPA_Dashboard
FC(F)C(F)C(F)(F)C(F)(F)F,C4H2F8,C4H2F8,200.9955958,EPA_Dashboard
FCC(F)(F)C(F)(F)C(F)(F)F,C4H2F8,C4H2F8,200.9955958,EPA_Dashboard
FC(F)C(F)(C(F)F)C(F)(F)F,C4H2F8,C4H2F8,200.9955958,EPA_Dashboard
COC1=C(F)C(F)(F)C(F)(F)C1=O,C6H3F5O2,C6H3F5O2,200.9980404,EPA_Dashboard
COC(=O)C#CC(F)(F)C(F)(F)F,C6H3F5O2,C6H3F5O2,200.9980404,EPA_Dashboard
CC(=O)C=C(S)C(F)C(F)(F)F,C6H6F4OS,C6H6F4O1S1,201.0002687,EPA_Dashboard
CC(S)=CC(=O)C(F)(F)C(F)F,C6H6F4OS,C6H6F4O1S1,201.0002687,EPA_Dashboard
CC(=O)C=C(S)C(F)(F)C(F)F,C6H6F4OS,C6H6F4O1S1,201.0002687,EPA_Dashboard
Nc1cc(C(F)(F)C(F)(F)F)on1,C5H3F5N2O,C5H3F5N2O1,201.0092738,EPA_Dashboard
COC(=O)C=C(O)C(F)(F)C(F)F,C6H6F4O3,C6H6F4O3,201.0180269,EPA_Dashboard
COC(=O)CC(=O)C(F)(F)C(F)F,C6H6F4O3,C6H6F4O3,201.0180269,EPA_Dashboard
Nc1n[nH]c(C(F)(F)C(F)(F)F)n1,C4H3F5N4,C4H3F5N4,201.0205072,EPA_Dashboard
FC1(F)C=C(c2ccccc2)C1(F)F,C10H6F4,C10H6F4,201.0332831,EPA_Dashboard
FC(=C(F)C(F)(F)F)C1CCCO1,C7H7F5O,C7H7F5O1,201.0344259,EPA_Dashboard
FC(F)(F)C(F)(F)C1CCCCC1,C8H11F5,C8H11F5,201.0708115,EPA_Dashboard
FN(F)SC(F)(F)C(F)(F)F,C2F7NS,C2F7N1S1,201.9566875,EPA_Dashboard
FC(F)(F)NC(F)(F)C(F)(F)F,C3HF8N,C3H1F8N1,201.9908448,EPA_Dashboard
FC(F)(F)C(F)(Cl)C(F)(F)F,C3ClF7,C3Cl1F7,202.9503952,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)Cl,C3ClF7,C3Cl1F7,202.9503952,EPA_Dashboard
FC(F)(F)OC(F)(F)C(F)(F)F,C3F8O,C3F8O1,202.9748604,EPA_Dashboard
C=C(F)C(=O)OC(F)(F)C(C)(F)F,C6H5F5O2,C6H5F5O2,203.0136905,EPA_Dashboard
C=CCOC(=O)C(F)(F)C(F)(F)F,C6H5F5O2,C6H5F5O2,203.0136905,EPA_Dashboard
C=C(F)C(=O)OCC(F)(F)C(F)F,C6H5F5O2,C6H5F5O2,203.0136905,EPA_Dashboard
CCOC(=O)C(F)=C(F)C(F)(F)F,C6H5F5O2,C6H5F5O2,203.0136905,EPA_Dashboard
CC(=O)CC(=O)C(F)(F)C(F)(F)F,C6H5F5O2,C6H5F5O2,203.0136905,EPA_Dashboard
C=CC1CC(F)(C(F)(F)F)C1(F)F,C7H6F6,C7H6F6,203.0300895,EPA_Dashboard
Cc1cccc(C2C(F)(F)C2(F)F)c1,C10H8F4,C10H8F4,203.0489331,EPA_Dashboard
Cc1ccc(C2C(F)(F)C2(F)F)cc1,C10H8F4,C10H8F4,203.0489331,EPA_Dashboard
Cc1ccc2c(c1)C(F)(F)C(F)(F)C2,C10H8F4,C10H8F4,203.0489331,EPA_Dashboard
Cc1ccc2c(c1)CC(F)(F)C2(F)F,C10H8F4,C10H8F4,203.0489331,EPA_Dashboard
Cc1cccc2c1C(F)(F)C(F)(F)C2,C10H8F4,C10H8F4,203.0489331,EPA_Dashboard
CCCCC(=O)C(F)(F)C(F)(F)F,C7H9F5O,C7H9F5O1,203.050076,EPA_Dashboard
CCC(=O)C(C)C(F)(F)C(F)(F)F,C7H9F5O,C7H9F5O1,203.050076,EPA_Dashboard
N#CSCCC(F)(F)C(F)(F)F,C5H4F5NS,C5H4F5N1S1,203.9911812,EPA_Dashboard
CCN=C=C(C(F)(F)F)C(F)(F)F,C6H5F6N,C6H5F6N1,204.0253385,EPA_Dashboard
CCNC(=O)CC(F)(F)C(F)(F)F,C6H8F5NO,C6H8F5N1O1,204.045325,EPA_Dashboard
CCCNC(=O)C(F)(F)C(F)(F)F,C6H8F5NO,C6H8F5N1O1,204.045325,EPA_Dashboard
O=C1C(Cl)=C(F)C(F)(F)C1(F)F,C5ClF5O,C5Cl1F5O1,204.9485034,EPA_Dashboard
C=COC(=O)C(F)(F)C(F)(F)Cl,C5H3ClF4O2,C5H3Cl1F4O2,204.9684899,EPA_Dashboard
O=C(O)C(F)(F)OC(F)(F)C(=O)O,C4H2F4O5,C4H2F4O5,204.976556,EPA_Dashboard
COC(=O)C(F)(F)C(F)(F)C(=O)F,C5H3F5O3,C5H3F5O3,204.9929551,EPA_Dashboard
COC(=O)C(=O)C(F)(F)C(F)(F)F,C5H3F5O3,C5H3F5O3,204.9929551,EPA_Dashboard
COC(=O)C(F)(F)C(F)(F)SC,C5H6F4O2S,C5H6F4O2S1,204.9951833,EPA_Dashboard
CC(=O)C=C(C(F)(F)F)C(F)(F)F,C6H4F6O,C6H4F6O1,205.0093541,EPA_Dashboard
O=C(c1ccccc1)C(F)C(F)(F)F,C9H6F4O,C9H6F4O1,205.0281977,EPA_Dashboard
O=C(c1ccccc1)C(F)(F)C(F)F,C9H6F4O,C9H6F4O1,205.0281977,EPA_Dashboard
CCCC(=O)OC(F)(F)C(F)(F)F,C6H7F5O2,C6H7F5O2,205.0293406,EPA_Dashboard
CC(CC(F)(F)C(F)(F)F)C(=O)O,C6H7F5O2,C6H7F5O2,205.0293406,EPA_Dashboard
CC(O)CC(=O)C(F)(F)C(F)(F)F,C6H7F5O2,C6H7F5O2,205.0293406,EPA_Dashboard
FC(F)(F)C(F)(F)COCC1CO1,C6H7F5O2,C6H7F5O2,205.0293406,EPA_Dashboard
CCOC(=O)CC(F)(F)C(F)(F)F,C6H7F5O2,C6H7F5O2,205.0293406,EPA_Dashboard
O=C(O)CCCC(F)(F)C(F)(F)F,C6H7F5O2,C6H7F5O2,205.0293406,EPA_Dashboard
CCCOC(=O)C(F)(F)C(F)(F)F,C6H7F5O2,C6H7F5O2,205.0293406,EPA_Dashboard
COC(OC)(OC)C(F)C(F)(F)F,C6H10F4O3,C6H10F4O3,205.0493271,EPA_Dashboard
FC1=NC(F)(F)C(F)(F)C(F)=C1F,C5F7N,C5F7N1,205.9846165,EPA_Dashboard
N#CCC(O)(C(F)(F)F)C(F)(F)F,C5H3F6NO,C5H3F6N1O1,206.004603,EPA_Dashboard
Nc1ccc2c(c1)C(F)(F)C(F)(F)O2,C8H5F4NO,C8H5F4N1O1,206.0234467,EPA_Dashboard
CCC(N)C(O)C(F)(F)C(F)(F)F,C6H10F5NO,C6H10F5N1O1,206.060975,EPA_Dashboard
C=C(C(=O)Cl)C(F)(F)C(F)(F)F,C5H2ClF5O,C5H2Cl1F5O1,206.9641535,EPA_Dashboard
CCOC(=O)C(F)(F)C(F)(F)Cl,C5H5ClF4O2,C5H5Cl1F4O2,206.98414,EPA_Dashboard
CCOC(=O)C(F)(Cl)C(F)(F)F,C5H5ClF4O2,C5H5Cl1F4O2,206.98414,EPA_Dashboard
O=C(O)C=C(C(F)(F)F)C(F)(F)F,C5H2F6O2,C5H2F6O2,206.9886186,EPA_Dashboard
FC(F)(F)C1(C(F)(F)F)OC=CO1,C5H2F6O2,C5H2F6O2,206.9886186,EPA_Dashboard
O=C1CC(C(F)(F)F)(C(F)(F)F)O1,C5H2F6O2,C5H2F6O2,206.9886186,EPA_Dashboard
CCSC(F)(F)C(F)(F)C(=O)F,C5H5F5OS,C5H5F5O1S1,206.9908469,EPA_Dashboard
C=C(C=C(F)C(F)(F)F)C(F)(F)F,C6H3F7,C6H3F7,207.0050176,EPA_Dashboard
FC1(F)Oc2ccccc2OC1(F)F,C8H4F4O2,C8H4F4O2,207.0074622,EPA_Dashboard
CCOC(=O)C(F)(F)OC(F)(F)F,C5H5F5O3,C5H5F5O3,207.0086051,EPA_Dashboard
COC(=O)OCC(F)(F)C(F)(F)F,C5H5F5O3,C5H5F5O3,207.0086051,EPA_Dashboard
CC=CC(O)(C(F)(F)F)C(F)(F)F,C6H6F6O,C6H6F6O1,207.0250041,EPA_Dashboard
C=CCC(O)(C(F)(F)F)C(F)(F)F,C6H6F6O,C6H6F6O1,207.0250041,EPA_Dashboard
C=CCOC(C(F)(F)F)C(F)(F)F,C6H6F6O,C6H6F6O1,207.0250041,EPA_Dashboard
CC(O)C(F)=CC(F)(F)C(F)(F)F,C6H6F6O,C6H6F6O1,207.0250041,EPA_Dashboard
Cc1cccc(OC(F)(F)C(F)F)c1,C9H8F4O,C9H8F4O1,207.0438478,EPA_Dashboard
Cc1ccccc1OC(F)(F)C(F)F,C9H8F4O,C9H8F4O1,207.0438478,EPA_Dashboard
FC(F)C(F)(F)OCc1ccccc1,C9H8F4O,C9H8F4O1,207.0438478,EPA_Dashboard
Cc1ccc(OC(F)(F)C(F)F)cc1,C9H8F4O,C9H8F4O1,207.0438478,EPA_Dashboard
CC(O)COCC(F)(F)C(F)(F)F,C6H9F5O2,C6H9F5O2,207.0449906,EPA_Dashboard
FC1(F)C(N2CC2)=C(N2CC2)C1(F)F,C8H8F4N2,C8H8F4N2,207.0550811,EPA_Dashboard
CCC(C)C(F)(F)C(F)C(F)(F)F,C7H10F6,C7H10F6,207.0613896,EPA_Dashboard
CCCCC(F)(F)C(F)C(F)(F)F,C7H10F6,C7H10F6,207.0613896,EPA_Dashboard
CC(C)(C)C(F)(F)C(F)C(F)(F)F,C7H10F6,C7H10F6,207.0613896,EPA_Dashboard
O=C(NC(=O)C(F)(F)F)C(F)(F)F,C4HF6NO2,C4H1F6N1O2,207.9838676,EPA_Dashboard
OC(N1CC1)(C(F)(F)F)C(F)(F)F,C5H5F6NO,C5H5F6N1O1,208.0202531,EPA_Dashboard
CC(=O)NC(C(F)(F)F)C(F)(F)F,C5H5F6NO,C5H5F6N1O1,208.0202531,EPA_Dashboard
Nc1ccc(OC(F)(F)C(F)F)cc1,C8H7F4NO,C8H7F4N1O1,208.0390967,EPA_Dashboard
Nc1cccc(OC(F)(F)C(F)F)c1,C8H7F4NO,C8H7F4N1O1,208.0390967,EPA_Dashboard
Nc1ccccc1OC(F)(F)C(F)F,C8H7F4NO,C8H7F4N1O1,208.0390967,EPA_Dashboard
